start date,end date,start day as a number,N 0-17,N 18-45,N 45-64,N 65-120,0-17 to 0-17,0-17 to 18-45,0-17 to 45-64,0-17 to 65-120,18-45 to 0-17,18-45 to 18-45,18-45 to 45-64,18-45 to 65-120,45-64 to 0-17,45-64 to 18-45,45-64 to 45-64,45-64 to 65-120,65-120 to 0-17,65-120 to 18-45,65-120 to 45-64,65-120 to 65-120
2020-03-23,2020-04-05,0,0,771,692,403,0,0,0,0,649,1072,493,107,383,479,656,205,146,108,143,348
2020-04-06,2020-04-19,14,0,595,695,380,0,0,0,0,444,621,353,73,343,515,601,270,123,145,165,320
2020-04-20,2020-05-03,28,0,526,600,376,0,0,0,0,262,503,332,70,248,356,462,187,89,94,143,291
2020-05-04,2020-05-17,42,625,561,622,436,450,769,655,55,309,492,251,58,208,613,655,397,39,165,175,306
2020-05-18,2020-05-31,56,584,549,623,349,442,724,608,74,405,780,468,232,249,709,694,335,66,144,171,260
2020-06-01,2020-06-14,70,534,509,637,362,495,619,578,78,462,936,579,249,256,478,500,227,48,214,213,286
2020-06-15,2020-06-28,84,444,495,583,381,847,553,467,69,548,1205,741,497,227,545,576,270,92,268,252,376
2020-06-29,2020-07-12,98,454,463,558,348,571,525,427,54,554,617,378,658,293,684,607,486,73,249,240,359
2020-07-13,2020-07-26,112,15,366,477,240,11,20,18,2,221,539,323,255,173,554,531,514,40,124,129,174
2020-07-27,2020-08-09,126,588,532,592,353,633,822,665,147,463,1283,826,526,325,933,766,375,82,175,190,279
2020-08-10,2020-08-23,140,596,1384,1154,685,1656,1298,759,281,1499,3926,2383,1161,920,2180,1989,973,222,622,559,662
2020-08-24,2020-09-06,154,661,1500,1419,772,1254,1168,728,206,1318,3694,2156,967,863,2579,2228,1410,293,808,708,854
2020-09-07,2020-09-20,168,877,1267,1414,927,11508,2404,1483,1223,3167,3718,2294,2150,4168,2240,2070,1022,216,710,628,1004
2020-09-21,2020-10-04,182,711,1102,1055,611,6972,1616,941,130,1774,2849,1785,849,1175,1419,1332,704,139,520,422,570
2020-10-05,2020-10-18,196,618,945,1010,590,3474,1186,752,120,1160,1599,864,474,1036,1079,1068,576,245,437,416,633
2020-10-19,2020-11-01,210,623,880,1018,732,1541,902,688,99,1362,1797,1032,654,639,1242,1197,683,152,506,443,683
2020-11-02,2020-11-15,224,656,1129,1202,826,4327,1198,858,134,1279,1591,989,448,811,1613,1538,853,126,589,557,932
2020-11-16,2020-11-29,238,801,991,1067,706,6213,1523,1004,89,2521,1410,799,531,698,1025,1085,676,120,309,321,496
2020-11-30,2020-12-13,252,706,1033,898,549,5940,1381,788,101,1733,1796,1076,964,532,1199,1056,435,101,483,423,458
2020-12-14,2020-12-27,266,747,1301,1368,821,966,1009,726,119,964,2023,1225,721,813,2251,1879,894,144,559,495,691
2020-12-28,2021-01-10,280,689,1067,1045,672,674,822,571,51,762,1499,860,1602,371,1207,1201,572,55,285,276,449
2021-01-11,2021-01-24,294,565,1082,815,448,552,751,441,35,668,1191,598,209,231,682,704,374,47,165,184,313
2021-01-25,2021-02-07,308,604,1071,882,425,667,785,488,32,549,1091,491,133,290,807,826,537,48,251,187,300
2021-02-08,2021-02-21,322,602,1090,890,464,723,793,463,40,526,1346,712,450,358,941,888,447,261,350,301,541
2021-02-22,2021-03-07,336,575,889,875,544,748,733,485,46,472,878,442,134,246,643,655,304,48,161,157,388
2021-03-08,2021-03-21,350,593,1035,987,542,3906,1110,639,64,723,1109,569,293,843,1288,1178,727,102,305,276,361
2021-03-22,2021-04-04,364,576,858,924,605,5141,1507,1060,1066,1566,1225,701,374,745,1222,1153,814,89,280,238,452
2021-04-05,2021-04-18,378,562,871,818,479,1384,843,574,248,591,1312,740,423,688,1019,967,706,85,214,226,334
2021-04-19,2021-05-02,392,582,1092,966,551,4728,1252,770,101,1358,1653,915,591,968,1488,1391,645,283,322,307,389
2021-05-03,2021-05-16,406,710,1038,1159,620,5935,1659,1035,221,1483,1638,938,495,1054,1478,1436,747,114,416,404,438
2021-05-17,2021-05-30,420,682,1085,1150,719,5767,1617,1048,167,1955,2130,1269,577,762,1475,1302,705,463,545,487,452
2021-05-31,2021-06-13,434,813,1416,1414,703,4127,1596,979,291,1899,2063,1168,731,861,1869,1558,878,275,565,498,555
