start date,end date,start day as a number,N 0-17,N 18-45,N 45-64,N 65-120,0-17 to 0-17,0-17 to 18-45,0-17 to 45-64,0-17 to 65-120,18-45 to 0-17,18-45 to 18-45,18-45 to 45-64,18-45 to 65-120,45-64 to 0-17,45-64 to 18-45,45-64 to 45-64,45-64 to 65-120,65-120 to 0-17,65-120 to 18-45,65-120 to 45-64,65-120 to 65-120
2020-03-23,2020-04-05,0,0,786,644,408,0,0,0,0,612,1051,501,112,342,416,607,215,177,121,140,350
2020-04-06,2020-04-19,14,0,597,697,395,0,0,0,0,451,638,357,76,378,515,613,261,135,138,171,322
2020-04-20,2020-05-03,28,0,524,609,388,0,0,0,0,303,486,289,77,252,348,428,183,99,105,159,291
2020-05-04,2020-05-17,42,615,557,650,411,445,783,633,53,320,504,256,103,220,601,655,238,33,146,171,279
2020-05-18,2020-05-31,56,607,550,609,380,467,763,646,82,387,787,513,287,267,570,633,256,77,176,186,303
2020-06-01,2020-06-14,70,551,482,641,366,520,673,586,71,304,631,379,140,334,521,535,251,57,177,189,310
2020-06-15,2020-06-28,84,448,477,599,379,654,578,453,76,398,882,539,299,244,656,640,330,113,240,217,348
2020-06-29,2020-07-12,98,463,431,576,382,585,515,428,37,593,611,399,653,290,680,632,494,114,301,282,559
2020-07-13,2020-07-26,112,13,380,474,238,15,18,19,2,191,473,286,185,264,935,773,466,46,121,116,173
2020-07-27,2020-08-09,126,621,531,599,355,686,854,716,173,455,1503,939,528,312,674,563,281,67,227,207,285
2020-08-10,2020-08-23,140,613,1409,1124,696,1598,1339,762,315,1461,3863,2214,1050,975,2300,2090,1169,253,650,616,732
2020-08-24,2020-09-06,154,666,1479,1439,790,1314,1115,725,176,1639,3456,1923,1089,593,2338,2059,1095,384,810,662,882
2020-09-07,2020-09-20,168,866,1311,1422,943,12332,2529,1593,1222,2985,3883,2341,2153,4587,2461,2206,1047,272,826,680,1092
2020-09-21,2020-10-04,182,699,1096,1079,625,6891,1587,961,138,1772,2267,1305,719,1076,1654,1477,905,148,530,401,588
2020-10-05,2020-10-18,196,627,974,1008,583,3764,1218,792,124,1102,1639,909,545,597,1031,1020,420,316,632,567,818
2020-10-19,2020-11-01,210,628,906,1007,703,1696,943,685,91,919,1608,908,564,484,3023,2547,767,121,412,360,562
2020-11-02,2020-11-15,224,660,1129,1220,782,4552,1216,866,154,1231,1747,1035,385,1042,1694,1610,773,119,534,511,851
2020-11-16,2020-11-29,238,798,1002,1057,728,6344,1604,1015,81,2202,1414,842,545,631,922,964,451,150,348,360,506
2020-11-30,2020-12-13,252,716,1068,899,544,6949,1485,874,120,1420,1897,1046,892,447,1061,980,456,81,348,350,449
2020-12-14,2020-12-27,266,738,1300,1343,826,1021,1000,710,105,921,1930,1159,523,760,1448,1324,651,176,543,450,666
2020-12-28,2021-01-10,280,726,1134,1073,635,730,903,624,60,790,1557,873,1637,302,1174,1179,486,61,239,242,440
2021-01-11,2021-01-24,294,552,1095,792,464,597,725,444,28,678,1252,650,344,304,778,714,334,54,175,214,346
