start date,end date,start day as a number,N 0-17,N 18-45,N 45-64,N 65-120,0-17 to 0-17,0-17 to 18-45,0-17 to 45-64,0-17 to 65-120,18-45 to 0-17,18-45 to 18-45,18-45 to 45-64,18-45 to 65-120,45-64 to 0-17,45-64 to 18-45,45-64 to 45-64,45-64 to 65-120,65-120 to 0-17,65-120 to 18-45,65-120 to 45-64,65-120 to 65-120
2020-03-23,2020-04-05,0,0,758,695,398,0,0,0,0,623,991,480,99,419,518,700,217,176,147,150,336
2020-04-06,2020-04-19,14,0,587,701,385,0,0,0,0,441,641,330,71,371,512,584,291,141,162,177,333
2020-04-20,2020-05-03,28,0,505,608,390,0,0,0,0,258,501,287,66,233,411,450,165,106,123,160,282
2020-05-04,2020-05-17,42,613,530,638,415,412,772,640,58,313,496,259,98,230,800,786,464,42,158,177,301
2020-05-18,2020-05-31,56,575,536,634,357,440,716,595,84,363,807,515,272,252,811,772,462,64,162,196,272
2020-06-01,2020-06-14,70,573,508,615,378,530,690,581,61,310,609,345,87,298,460,520,219,55,172,207,295
2020-06-15,2020-06-28,84,471,473,597,366,639,563,486,68,346,753,392,277,213,623,592,382,98,242,224,338
2020-06-29,2020-07-12,98,450,479,566,365,569,511,427,56,370,602,373,210,247,620,589,448,111,258,245,492
2020-07-13,2020-07-26,112,15,380,466,244,20,18,18,0,237,514,327,197,254,1005,834,646,41,134,131,174
2020-07-27,2020-08-09,126,591,544,603,345,618,847,683,128,494,1502,932,602,322,709,638,339,86,212,215,302
2020-08-10,2020-08-23,140,616,1429,1101,689,1554,1314,770,311,1377,4076,2370,1068,856,1973,1771,916,213,584,563,647
2020-08-24,2020-09-06,154,674,1480,1433,810,1255,1206,745,201,1673,3189,1861,991,760,2382,2024,1293,368,901,745,930
2020-09-07,2020-09-20,168,897,1280,1426,936,10408,2421,1508,1230,2135,3796,2283,2099,3871,2562,2230,1085,253,747,678,927
2020-09-21,2020-10-04,182,661,1119,1089,648,6194,1464,873,98,1886,2636,1570,852,2994,1685,1517,809,130,544,457,590
2020-10-05,2020-10-18,196,611,915,1035,612,3352,1232,745,113,1060,1427,802,414,996,1010,1030,486,167,522,491,642
2020-10-19,2020-11-01,210,641,916,1017,696,1735,920,701,86,1028,1555,922,413,611,2772,2290,697,104,393,361,565
2020-11-02,2020-11-15,224,651,1116,1207,826,4618,1176,846,147,2009,1824,1009,304,507,1676,1572,812,138,470,470,682
2020-11-16,2020-11-29,238,796,994,1072,717,5650,1548,996,88,2313,1448,838,587,890,1048,1126,601,158,331,323,515
2020-11-30,2020-12-13,252,699,1068,912,539,6785,1444,867,138,1577,2270,1312,1174,383,1226,1132,346,72,307,330,372
2020-12-14,2020-12-27,266,744,1362,1359,817,869,984,705,114,990,2001,1154,484,658,1543,1390,734,117,604,498,705
2020-12-28,2021-01-10,280,693,1109,1092,649,691,870,587,61,712,1472,812,743,332,1315,1277,628,58,255,282,446
2021-01-11,2021-01-24,294,572,1103,805,453,616,748,477,31,716,1259,634,295,347,1056,890,711,44,161,195,331
2021-01-25,2021-02-07,308,568,1093,882,429,676,738,473,36,518,1123,520,148,280,1644,1350,873,36,206,173,276
2021-02-08,2021-02-21,322,573,1095,874,460,589,737,445,42,687,1333,707,470,320,1014,972,580,241,368,289,563
2021-02-22,2021-03-07,336,533,893,913,536,680,679,459,48,468,888,476,198,245,705,718,388,44,164,164,382
2021-03-08,2021-03-21,350,629,996,974,541,3782,1146,674,71,1037,1183,627,441,909,1181,1133,728,96,331,289,378
2021-03-22,2021-04-04,364,584,876,953,606,4591,1449,1022,1072,1598,1487,840,320,904,1297,1185,734,125,282,246,420
2021-04-05,2021-04-18,378,530,873,805,489,1348,825,534,240,609,1267,714,402,647,1461,1282,581,85,221,229,338
2021-04-19,2021-05-02,392,584,1110,924,533,4732,1207,730,106,1349,1497,849,363,1491,1689,1498,973,369,388,380,559
2021-05-03,2021-05-16,406,707,1031,1169,651,5631,1598,981,223,1553,2059,1190,886,818,1392,1352,767,123,469,472,491
