start date,end date,start day as a number,N 0-17,N 18-45,N 45-64,N 65-120,0-17 to 0-17,0-17 to 18-45,0-17 to 45-64,0-17 to 65-120,18-45 to 0-17,18-45 to 18-45,18-45 to 45-64,18-45 to 65-120,45-64 to 0-17,45-64 to 18-45,45-64 to 45-64,45-64 to 65-120,65-120 to 0-17,65-120 to 18-45,65-120 to 45-64,65-120 to 65-120
2020-03-23,2020-04-05,0,0,763,676,391,0,0,0,0,647,983,482,103,382,501,649,199,139,120,145,344
2020-04-06,2020-04-19,14,0,578,697,398,0,0,0,0,480,639,344,70,370,504,607,270,143,170,184,306
2020-04-20,2020-05-03,28,0,496,606,409,0,0,0,0,258,459,251,49,226,371,441,187,97,124,164,327
2020-05-04,2020-05-17,42,608,546,653,410,398,753,595,54,317,500,282,116,206,596,682,420,40,165,171,272
2020-05-18,2020-05-31,56,577,533,616,387,420,718,595,72,390,764,471,222,259,615,628,430,75,177,193,294
2020-06-01,2020-06-14,70,552,512,629,363,473,639,588,74,433,917,585,255,294,514,553,229,55,177,217,306
2020-06-15,2020-06-28,84,451,479,595,369,754,546,465,46,377,868,527,314,245,576,569,356,90,209,206,349
2020-06-29,2020-07-12,98,454,458,551,376,571,499,432,52,635,803,511,672,254,545,532,303,112,318,295,565
2020-07-13,2020-07-26,112,16,366,480,250,9,15,23,2,243,461,276,210,205,888,743,592,43,150,136,184
2020-07-27,2020-08-09,126,632,530,586,347,755,886,737,162,564,1620,1035,729,307,894,735,331,72,219,233,312
2020-08-10,2020-08-23,140,586,1398,1158,685,1668,1212,638,283,1473,4223,2470,1261,999,2290,2073,1138,204,586,526,735
2020-08-24,2020-09-06,154,665,1477,1449,818,1123,1167,770,182,3367,3594,2138,1449,747,2681,2298,1471,277,875,735,846
2020-09-07,2020-09-20,168,866,1310,1382,965,13098,2542,1524,1192,3673,3266,1981,812,3621,2066,1913,906,260,750,668,1147
2020-09-21,2020-10-04,182,689,1110,1083,615,6846,1509,938,88,2040,3116,1983,1011,2656,1590,1467,714,128,485,394,587
2020-10-05,2020-10-18,196,615,958,1023,595,3721,1260,823,143,1071,1656,939,574,1095,1074,1063,415,296,567,479,777
2020-10-19,2020-11-01,210,635,895,1040,727,1887,997,684,97,1202,1690,998,562,645,1310,1203,541,133,470,409,643
2020-11-02,2020-11-15,224,659,1115,1209,805,6101,1284,882,146,1735,1887,1155,461,1039,1543,1464,782,135,490,503,812
2020-11-16,2020-11-29,238,786,996,1115,698,6568,1554,1017,84,2179,1275,763,440,703,1151,1168,681,173,337,342,498
2020-11-30,2020-12-13,252,727,1057,897,540,7013,1508,898,134,1414,2151,1300,936,521,1197,1029,407,111,468,397,455
