start date,end date,start day as a number,N 0-17,N 18-45,N 45-64,N 65-120,0-17 to 0-17,0-17 to 18-45,0-17 to 45-64,0-17 to 65-120,18-45 to 0-17,18-45 to 18-45,18-45 to 45-64,18-45 to 65-120,45-64 to 0-17,45-64 to 18-45,45-64 to 45-64,45-64 to 65-120,65-120 to 0-17,65-120 to 18-45,65-120 to 45-64,65-120 to 65-120
2020-03-23,2020-04-05,0,0,763,679,411,0,0,0,0,640,1052,498,114,376,467,642,201,181,152,165,332
2020-04-06,2020-04-19,14,0,600,699,406,0,0,0,0,471,637,354,76,356,514,619,273,132,153,185,342
2020-04-20,2020-05-03,28,0,505,601,395,0,0,0,0,275,494,299,82,232,353,456,172,101,118,168,322
2020-05-04,2020-05-17,42,627,539,657,426,428,789,628,59,322,477,244,101,200,559,644,394,38,157,178,289
2020-05-18,2020-05-31,56,606,535,622,370,464,761,623,75,360,796,486,235,253,649,670,466,72,170,209,287
2020-06-01,2020-06-14,70,535,516,636,351,485,644,542,58,494,913,567,269,304,540,567,242,52,187,183,282
2020-06-15,2020-06-28,84,460,474,600,382,861,548,471,72,390,836,492,320,254,733,682,432,113,253,224,368
2020-06-29,2020-07-12,98,461,472,557,362,521,551,440,59,637,845,566,704,227,509,523,286,89,227,219,494
2020-07-13,2020-07-26,112,18,364,473,232,19,25,27,2,208,428,226,130,261,884,740,388,46,134,134,171
2020-07-27,2020-08-09,126,598,545,595,339,678,838,706,123,521,1425,917,740,320,917,758,360,81,224,214,273
2020-08-10,2020-08-23,140,605,1410,1152,704,1789,1325,733,275,1798,4223,2459,1324,985,2387,2118,1206,217,583,533,760
2020-08-24,2020-09-06,154,695,1451,1394,808,1464,1235,845,210,1418,3703,2135,994,776,2335,2042,1169,285,876,744,872
2020-09-07,2020-09-20,168,884,1277,1428,906,13530,2340,1428,192,3680,3785,2353,1968,4422,2144,2038,906,303,758,621,1026
2020-09-21,2020-10-04,182,709,1100,1068,590,7333,1613,1000,133,1699,2247,1305,641,1400,1640,1462,822,117,485,402,534
2020-10-05,2020-10-18,196,611,936,985,615,3321,1194,781,143,1091,1540,805,404,843,1029,1042,502,276,523,430,708
2020-10-19,2020-11-01,210,625,916,1036,718,1711,939,661,96,1354,1702,1006,723,484,2933,2412,943,142,461,396,656
2020-11-02,2020-11-15,224,646,1126,1173,797,5971,1224,875,164,1880,1786,1024,392,984,1660,1566,882,141,499,480,802
2020-11-16,2020-11-29,238,813,1027,1062,696,6302,1555,1050,89,1996,1372,814,603,673,1055,1069,566,109,317,369,519
2020-11-30,2020-12-13,252,702,1061,922,549,5488,1512,872,123,1133,1730,979,691,473,1455,1288,615,112,509,444,495
2020-12-14,2020-12-27,266,726,1317,1393,820,974,1007,709,114,1178,1934,1127,481,705,1997,1652,834,180,590,523,711
2020-12-28,2021-01-10,280,691,1069,1055,655,760,879,587,47,734,1299,782,1370,330,1307,1246,575,58,274,300,442
2021-01-11,2021-01-24,294,577,1127,792,437,567,771,474,36,575,1251,607,320,207,838,763,404,44,129,185,310
2021-01-25,2021-02-07,308,594,1077,863,439,749,805,479,38,491,1196,519,154,310,1833,1491,1173,54,294,207,349
2021-02-08,2021-02-21,322,614,1086,873,463,624,787,475,49,714,1302,706,547,341,818,837,615,249,338,259,522
2021-02-22,2021-03-07,336,525,889,915,546,709,655,459,56,458,906,436,195,275,739,741,344,36,188,182,388
2021-03-08,2021-03-21,350,608,1021,959,552,3738,1132,684,68,1985,1323,694,302,672,1068,1003,420,61,293,256,365
2021-03-22,2021-04-04,364,563,831,943,610,3034,912,635,73,644,1445,872,357,601,1228,1148,821,104,286,241,437
2021-04-05,2021-04-18,378,544,867,805,502,1336,848,552,249,600,1253,685,428,415,975,882,584,72,220,233,409
2021-04-19,2021-05-02,392,559,1113,944,558,3733,1134,681,84,1627,1673,946,642,1073,1299,1281,1000,217,341,317,382
2021-05-03,2021-05-16,406,714,995,1222,630,4823,1440,919,114,869,1950,1150,783,1315,1541,1447,702,127,356,363,424
2021-05-17,2021-05-30,420,690,1036,1142,706,5047,1592,979,111,2044,2258,1355,646,666,1480,1319,727,251,490,436,446
2021-05-31,2021-06-13,434,806,1417,1457,688,4609,1570,950,283,1602,2069,1189,768,833,2165,1776,1266,276,592,509,581
2021-06-14,2021-06-27,448,816,849,1269,777,5970,1876,1239,148,618,1287,738,404,2810,3157,2451,1894,247,649,550,757
2021-06-28,2021-07-11,462,805,1045,1601,1001,3910,1501,977,244,825,1553,849,433,1495,2266,2165,1024,1660,1031,885,991
2021-07-12,2021-07-25,476,666,658,1324,904,1977,1004,708,101,299,803,480,234,777,1998,1793,1165,238,713,613,802
2021-07-26,2021-08-08,490,759,885,1327,885,864,1040,770,180,599,1611,999,390,489,1708,1662,1141,278,730,629,800
2021-08-09,2021-08-22,504,729,1651,1451,697,1066,1352,946,299,1515,3346,1875,1000,1062,2790,2393,1249,275,450,438,591
2021-08-23,2021-09-05,518,817,1283,1296,612,1733,1299,815,174,1459,2184,1222,856,743,1614,1486,897,129,386,371,573
2021-09-06,2021-09-19,532,654,1151,1163,679,3317,1140,818,141,1450,2162,1219,630,683,1244,1214,604,162,547,519,834
2021-09-20,2021-10-03,546,662,1352,1276,649,5408,1217,792,136,1823,2394,1351,742,740,2728,2402,810,183,492,428,661
2021-10-04,2021-10-17,560,689,1224,1206,527,4589,1383,992,203,1940,2113,1226,581,416,1350,1292,825,200,437,494,464
2021-10-18,2021-10-31,574,877,1307,1164,674,2686,1509,1070,279,1332,2824,1554,1063,817,2135,1923,1024,1151,1126,866,1749
2021-11-01,2021-11-14,588,613,1164,1231,621,3029,1090,782,109,1054,1722,943,373,1057,1070,1161,528,117,491,481,625
2021-11-15,2021-11-28,602,668,1535,1084,504,6011,1837,1341,77,1412,2316,1169,640,682,1157,1056,618,97,384,364,702
2021-11-29,2021-12-12,616,737,1234,993,518,4330,1158,942,120,1305,1822,988,511,631,984,938,544,233,693,550,806
2021-12-13,2021-12-26,630,866,1557,1191,558,1919,1271,934,173,1475,2133,1209,631,662,984,1028,581,297,751,676,755
2021-12-27,2022-01-09,644,881,1863,1378,634,6918,3047,2264,134,1499,2979,1667,1110,594,1327,1384,729,131,470,400,608
2022-01-10,2022-01-23,658,598,1360,1328,612,3224,1120,778,91,1762,2164,1221,746,1270,1539,1466,801,144,484,420,577
2022-01-24,2022-02-06,672,929,1700,1056,598,8066,1668,1187,175,1895,3185,1830,756,953,969,1003,563,3014,2233,1696,3631
2022-02-07,2022-02-20,686,634,1362,1070,531,2646,977,756,94,1653,2579,1423,668,815,1280,1292,709,100,326,319,487
2022-02-21,2022-03-06,700,508,1028,609,266,2974,888,693,132,928,2310,1385,558,349,547,554,320,98,188,175,222
