start date,end date,start day as a number,N 0-17,N 18-45,N 45-64,N 65-120,0-17 to 0-17,0-17 to 18-45,0-17 to 45-64,0-17 to 65-120,18-45 to 0-17,18-45 to 18-45,18-45 to 45-64,18-45 to 65-120,45-64 to 0-17,45-64 to 18-45,45-64 to 45-64,45-64 to 65-120,65-120 to 0-17,65-120 to 18-45,65-120 to 45-64,65-120 to 65-120
2020-03-23,2020-04-05,0,0,749,682,438,0,0,0,0,647,958,479,109,407,518,700,213,164,141,149,368
2020-04-06,2020-04-19,14,0,583,708,398,0,0,0,0,417,614,318,69,383,526,617,230,125,172,188,320
2020-04-20,2020-05-03,28,0,503,608,387,0,0,0,0,270,451,309,50,216,404,454,187,94,120,150,284
2020-05-04,2020-05-17,42,636,543,645,424,452,786,665,53,329,491,257,109,204,398,485,201,33,158,192,283
2020-05-18,2020-05-31,56,580,545,601,383,469,708,593,73,393,720,461,241,236,830,796,526,65,174,202,290
2020-06-01,2020-06-14,70,562,497,616,362,552,692,575,103,373,736,431,197,308,466,508,197,52,201,197,305
2020-06-15,2020-06-28,84,429,467,588,387,607,520,470,66,370,867,500,338,215,524,545,317,118,232,215,325
2020-06-29,2020-07-12,98,455,442,568,368,562,506,436,48,306,673,388,161,329,691,669,518,108,294,293,542
2020-07-13,2020-07-26,112,17,364,472,246,15,25,24,0,258,471,299,186,177,611,542,495,44,130,108,168
2020-07-27,2020-08-09,126,603,525,595,363,710,823,671,120,458,1238,806,457,304,779,673,299,92,245,262,314
2020-08-10,2020-08-23,140,599,1416,1139,680,1475,1256,730,243,1834,4355,2681,1215,980,2250,1984,1086,186,586,534,641
2020-08-24,2020-09-06,154,655,1505,1390,803,1219,1088,675,160,1274,3501,2031,983,771,2443,2083,1270,307,900,726,840
2020-09-07,2020-09-20,168,888,1259,1443,944,13585,2541,1556,1197,3334,3595,2201,1175,4514,2493,2260,983,258,770,627,886
2020-09-21,2020-10-04,182,702,1092,1106,603,6400,1509,965,121,1636,2735,1668,886,680,1619,1477,764,134,486,436,544
2020-10-05,2020-10-18,196,626,963,1012,580,3356,1253,785,144,1030,1619,917,551,1176,1038,1063,627,117,506,452,662
2020-10-19,2020-11-01,210,602,883,1059,716,1580,899,631,82,1127,1553,885,456,623,1357,1251,661,131,480,418,643
2020-11-02,2020-11-15,224,690,1120,1213,777,5816,1265,957,153,2250,1910,1106,378,1279,1330,1319,564,126,584,555,899
2020-11-16,2020-11-29,238,813,1006,1083,703,6948,1563,1059,92,1801,1293,736,324,808,1138,1148,677,156,312,289,507
2020-11-30,2020-12-13,252,717,1052,884,540,7095,1494,921,128,1239,1972,1143,824,490,1065,991,407,108,439,379,446
2020-12-14,2020-12-27,266,723,1339,1362,799,1043,1014,696,103,1123,2101,1258,649,756,1630,1486,787,147,560,476,693
2020-12-28,2021-01-10,280,694,1083,1076,663,741,872,558,55,723,1490,871,798,390,1263,1223,607,69,272,279,462
2021-01-11,2021-01-24,294,536,1104,806,470,514,666,427,37,776,1222,616,372,347,1057,904,726,49,143,185,299
2021-01-25,2021-02-07,308,589,1055,879,462,652,777,457,34,494,1048,481,142,287,781,752,1023,61,270,196,348
2021-02-08,2021-02-21,322,604,1077,888,472,700,764,495,56,731,1307,688,559,369,904,929,585,47,219,193,356
2021-02-22,2021-03-07,336,563,895,883,519,649,693,469,48,440,876,437,145,258,808,767,411,36,174,158,369
2021-03-08,2021-03-21,350,633,1039,962,537,4176,1161,715,56,977,1282,684,453,635,1214,1150,673,87,203,209,353
2021-03-22,2021-04-04,364,575,877,927,588,4975,1494,1061,1071,689,1444,807,302,758,1330,1252,832,84,254,216,439
2021-04-05,2021-04-18,378,563,845,786,510,1366,870,552,202,564,1177,638,301,608,936,932,572,79,210,247,408
2021-04-19,2021-05-02,392,571,1117,947,532,4559,1244,787,106,1737,1708,947,599,1310,1335,1268,946,309,432,410,562
2021-05-03,2021-05-16,406,688,1035,1190,634,5365,1535,966,218,1488,1842,1045,652,1098,1421,1368,702,99,305,333,425
2021-05-17,2021-05-30,420,691,1055,1154,688,6197,1710,1061,143,1589,2300,1316,608,664,1374,1257,652,544,549,486,505
2021-05-31,2021-06-13,434,802,1433,1423,689,4426,1538,971,263,1608,2043,1177,661,955,1979,1661,1167,236,567,506,474
2021-06-14,2021-06-27,448,818,869,1265,759,5835,1825,1243,169,737,1476,829,571,2021,2746,2189,2140,261,738,628,1582
2021-06-28,2021-07-11,462,804,1115,1585,973,3852,1490,944,245,1210,1818,1013,464,1787,2141,2055,1023,1685,1410,1154,1924
2021-07-12,2021-07-25,476,700,657,1283,925,1929,1119,703,120,305,778,457,245,739,1725,1583,989,233,1435,1146,1091
2021-07-26,2021-08-08,490,750,897,1341,881,1084,1098,831,250,520,1503,936,401,553,1646,1608,864,260,786,658,807
2021-08-09,2021-08-22,504,737,1682,1436,685,1005,1312,883,299,1363,2841,1595,630,677,1975,1784,855,246,1056,862,1374
2021-08-23,2021-09-05,518,819,1304,1287,637,2043,1322,836,167,1434,2463,1378,875,799,1734,1541,1286,114,318,336,530
2021-09-06,2021-09-19,532,658,1153,1156,669,3172,1105,763,147,1353,2211,1225,591,906,1771,1684,659,153,553,470,774
2021-09-20,2021-10-03,546,695,1289,1275,646,5907,1285,853,152,1921,2320,1207,984,574,2826,2419,1052,150,402,370,612
2021-10-04,2021-10-17,560,690,1202,1245,516,4607,1340,991,137,2030,2041,1190,543,782,1973,1802,1917,126,395,409,511
2021-10-18,2021-10-31,574,888,1333,1179,676,2568,1438,1033,223,1633,3265,2046,1249,748,2017,1837,877,1150,1018,791,1756
2021-11-01,2021-11-14,588,612,1131,1222,632,2817,1135,739,149,1500,3294,2130,1126,1313,1440,1395,1159,197,762,719,813
2021-11-15,2021-11-28,602,695,1500,1050,541,6405,1864,1361,89,1357,2277,1161,553,727,1032,990,614,146,312,309,618
2021-11-29,2021-12-12,616,770,1213,996,497,4207,1177,962,104,1565,1938,1034,404,805,960,984,535,877,1133,882,1201
2021-12-13,2021-12-26,630,872,1552,1155,575,2165,1395,991,213,1052,1997,1050,602,736,1219,1204,673,202,525,484,608
2021-12-27,2022-01-09,644,865,1941,1360,632,7051,3131,2302,149,3138,3132,1803,1291,646,1099,1144,617,118,388,334,575
2022-01-10,2022-01-23,658,578,1333,1360,667,3203,1126,741,89,1557,1970,1124,585,1199,1421,1419,763,152,476,455,610
2022-01-24,2022-02-06,672,869,1690,1056,614,4400,1419,1065,107,2321,3049,1810,764,524,961,1037,578,167,607,522,702
2022-02-07,2022-02-20,686,649,1339,1084,508,2618,980,783,167,1574,2160,1156,474,879,1164,1215,660,98,334,329,461
2022-02-21,2022-03-06,700,516,970,608,292,4016,1000,743,147,870,2341,1367,455,357,497,510,281,64,185,185,287
