start date,end date,start day as a number,N 0-17,N 18-45,N 45-64,N 65-120,0-17 to 0-17,0-17 to 18-45,0-17 to 45-64,0-17 to 65-120,18-45 to 0-17,18-45 to 18-45,18-45 to 45-64,18-45 to 65-120,45-64 to 0-17,45-64 to 18-45,45-64 to 45-64,45-64 to 65-120,65-120 to 0-17,65-120 to 18-45,65-120 to 45-64,65-120 to 65-120
2020-03-23,2020-04-05,0,0,778,655,414,0,0,0,0,631,1020,517,103,353,458,644,193,182,149,144,347
2020-04-06,2020-04-19,14,0,593,707,392,0,0,0,0,493,640,336,85,363,519,622,261,140,151,178,303
2020-04-20,2020-05-03,28,0,503,604,381,0,0,0,0,277,512,311,67,229,329,417,153,98,118,142,278
2020-05-04,2020-05-17,42,628,538,624,411,435,738,637,54,308,492,241,115,222,777,770,442,33,137,155,276
2020-05-18,2020-05-31,56,576,542,626,378,422,703,608,73,398,805,504,252,241,674,687,321,66,162,193,312
2020-06-01,2020-06-14,70,574,498,622,366,557,697,608,89,525,918,566,270,338,548,556,251,59,219,236,338
2020-06-15,2020-06-28,84,467,449,591,377,585,517,512,48,471,918,544,395,236,511,500,307,83,189,186,328
2020-06-29,2020-07-12,98,480,462,547,353,584,532,464,59,584,631,341,628,279,589,555,321,93,239,206,457
2020-07-13,2020-07-26,112,15,366,455,229,14,14,23,2,287,550,335,257,281,989,814,585,42,117,109,154
2020-07-27,2020-08-09,126,598,534,596,348,641,786,633,121,508,1263,766,635,309,911,771,342,86,224,233,281
2020-08-10,2020-08-23,140,586,1409,1135,727,1342,1100,623,156,1751,3951,2406,1135,899,2063,1846,1033,231,714,647,747
2020-08-24,2020-09-06,154,690,1469,1385,810,1309,1234,785,218,1443,3387,1871,674,796,2095,1857,928,375,981,814,941
2020-09-07,2020-09-20,168,882,1302,1423,933,11257,2441,1524,1241,3960,4156,2557,1041,3499,2335,2146,893,279,798,672,922
2020-09-21,2020-10-04,182,696,1108,1073,612,6395,1562,951,123,1605,2505,1515,770,2404,1845,1603,945,129,545,446,569
2020-10-05,2020-10-18,196,643,941,1004,612,3493,1296,848,144,1245,1487,841,403,1303,1078,1053,620,275,575,507,709
2020-10-19,2020-11-01,210,613,862,1057,742,1596,892,683,93,1247,1662,1037,617,590,3211,2646,864,97,429,381,546
2020-11-02,2020-11-15,224,655,1111,1230,775,5727,1175,909,87,2259,1905,1093,387,797,1582,1533,746,142,591,521,778
2020-11-16,2020-11-29,238,799,1021,1092,710,6287,1599,1060,97,2718,1326,764,452,614,1051,1099,631,116,289,288,485
