start date,end date,start day as a number,N 0-17,N 18-45,N 45-64,N 65-120,0-17 to 0-17,0-17 to 18-45,0-17 to 45-64,0-17 to 65-120,18-45 to 0-17,18-45 to 18-45,18-45 to 45-64,18-45 to 65-120,45-64 to 0-17,45-64 to 18-45,45-64 to 45-64,45-64 to 65-120,65-120 to 0-17,65-120 to 18-45,65-120 to 45-64,65-120 to 65-120
2020-03-23,2020-04-05,0,0,783,650,415,0,0,0,0,618,1022,511,115,348,491,687,193,158,130,138,349
2020-04-06,2020-04-19,14,0,615,716,387,0,0,0,0,535,695,339,87,362,519,604,255,119,152,174,341
2020-04-20,2020-05-03,28,0,511,608,412,0,0,0,0,274,482,311,66,233,380,438,183,106,126,181,312
2020-05-04,2020-05-17,42,631,540,664,427,425,764,673,62,317,490,250,100,230,771,796,457,44,165,175,279
2020-05-18,2020-05-31,56,588,548,614,370,409,705,617,61,413,884,550,332,260,706,736,477,64,166,186,259
2020-06-01,2020-06-14,70,588,491,602,358,577,731,587,72,286,583,322,121,278,449,486,223,39,181,200,308
2020-06-15,2020-06-28,84,455,467,590,374,625,546,453,49,321,727,436,290,227,551,578,368,96,211,192,332
2020-06-29,2020-07-12,98,435,478,535,384,587,496,413,41,340,618,383,198,287,627,585,455,99,306,263,557
2020-07-13,2020-07-26,112,14,369,466,241,12,21,20,2,198,407,248,135,212,900,739,562,36,114,112,167
2020-07-27,2020-08-09,126,580,538,589,340,668,822,666,128,484,1481,933,728,304,719,594,298,69,225,216,271
2020-08-10,2020-08-23,140,619,1362,1168,729,1405,1202,690,193,1505,3725,2181,1129,702,2010,1893,963,230,636,568,754
2020-08-24,2020-09-06,154,693,1481,1407,797,1332,1213,806,213,1504,3127,1773,975,795,2391,2134,1092,265,748,594,850
2020-09-07,2020-09-20,168,875,1284,1406,931,14269,2429,1463,1203,3266,3835,2282,2161,3951,2517,2308,1221,288,741,627,1010
2020-09-21,2020-10-04,182,708,1108,1092,632,6653,1589,988,130,1909,2629,1525,808,2173,1681,1513,749,127,547,426,599
2020-10-05,2020-10-18,196,606,940,1019,599,3617,1161,737,109,909,1352,740,301,1023,1131,1104,598,254,569,492,780
2020-10-19,2020-11-01,210,622,871,1033,737,1557,913,681,106,1120,1683,953,709,336,2911,2411,700,136,501,455,671
2020-11-02,2020-11-15,224,681,1109,1208,817,6262,1292,890,102,1654,1715,962,315,1223,1547,1488,652,139,391,419,796
2020-11-16,2020-11-29,238,793,1020,1092,701,6262,1581,1049,87,2473,1446,844,586,801,1157,1197,743,141,352,341,516
2020-11-30,2020-12-13,252,717,1066,903,512,6670,1443,873,135,1429,1977,1148,880,449,1205,1063,531,102,405,362,420
2020-12-14,2020-12-27,266,746,1327,1374,818,1014,1049,730,118,1111,1853,1148,572,703,1633,1464,724,154,542,452,710
2020-12-28,2021-01-10,280,698,1074,1054,658,701,837,626,60,693,1428,780,583,334,1043,1064,459,46,269,280,437
2021-01-11,2021-01-24,294,584,1109,813,453,572,747,473,34,637,1171,546,254,346,994,859,697,45,171,201,335
2021-01-25,2021-02-07,308,597,1043,882,421,685,779,461,35,501,1081,490,140,317,1712,1401,966,44,189,162,287
2021-02-08,2021-02-21,322,619,1110,861,464,749,793,474,51,683,1272,666,453,354,976,911,585,240,329,274,539
2021-02-22,2021-03-07,336,547,867,907,533,672,668,479,48,441,919,468,199,291,749,722,343,55,193,180,402
2021-03-08,2021-03-21,350,607,1033,962,547,3555,1115,645,70,1798,1452,805,481,776,919,876,460,66,296,251,379
2021-03-22,2021-04-04,364,587,844,948,577,2948,950,631,78,685,1452,826,295,651,1283,1163,786,120,236,207,418
2021-04-05,2021-04-18,378,561,871,808,492,1161,839,552,258,564,1110,603,344,410,835,820,533,80,195,222,340
2021-04-19,2021-05-02,392,573,1118,902,560,4362,1114,710,98,1599,1736,1037,706,957,1573,1412,855,252,337,321,388
2021-05-03,2021-05-16,406,711,1020,1165,640,5211,1462,900,127,1102,1809,1084,591,1092,1338,1287,626,114,445,385,477
2021-05-17,2021-05-30,420,665,1053,1164,718,5391,1555,991,140,728,2276,1365,586,668,1608,1394,752,541,550,489,537
2021-05-31,2021-06-13,434,831,1463,1385,685,4312,1576,937,199,1852,2148,1221,870,1134,1910,1564,1209,306,598,508,504
2021-06-14,2021-06-27,448,798,854,1280,766,6099,1830,1188,204,538,1438,793,595,2370,2921,2355,1804,254,806,679,1587
2021-06-28,2021-07-11,462,802,1066,1629,1000,3607,1431,911,221,1248,1710,953,572,1714,2432,2265,1188,1715,1494,1211,1924
2021-07-12,2021-07-25,476,697,642,1294,932,2231,1120,745,133,292,865,502,243,590,1741,1648,1056,256,695,612,798
2021-07-26,2021-08-08,490,738,886,1325,901,1021,1085,793,221,539,1664,1007,373,630,1880,1768,1074,242,701,578,851
2021-08-09,2021-08-22,504,703,1700,1493,718,996,1159,770,272,1636,3539,1948,932,1168,3022,2552,1399,275,1081,916,1401
2021-08-23,2021-09-05,518,798,1289,1302,625,1891,1338,817,175,962,1914,1010,470,1024,1854,1644,1284,93,309,317,518
