start date,end date,start day as a number,N 0-17,N 18-45,N 45-64,N 65-120,0-17 to 0-17,0-17 to 18-45,0-17 to 45-64,0-17 to 65-120,18-45 to 0-17,18-45 to 18-45,18-45 to 45-64,18-45 to 65-120,45-64 to 0-17,45-64 to 18-45,45-64 to 45-64,45-64 to 65-120,65-120 to 0-17,65-120 to 18-45,65-120 to 45-64,65-120 to 65-120
2020-03-23,2020-04-05,0,0,748,654,418,0,0,0,0,617,1012,496,112,370,463,633,200,188,138,153,320
2020-04-06,2020-04-19,14,0,592,685,400,0,0,0,0,483,662,314,81,366,501,589,263,148,157,175,325
2020-04-20,2020-05-03,28,0,508,584,402,0,0,0,0,261,479,293,75,239,358,418,170,97,125,174,325
2020-05-04,2020-05-17,42,589,553,662,395,412,719,616,44,325,534,258,101,242,810,839,469,36,153,145,279
2020-05-18,2020-05-31,56,589,534,632,374,406,708,606,64,368,889,570,303,249,790,740,499,70,168,185,284
2020-06-01,2020-06-14,70,550,495,623,363,494,665,552,64,350,681,405,199,320,527,546,211,43,198,189,292
2020-06-15,2020-06-28,84,463,482,584,379,653,560,463,66,561,1134,697,457,208,663,617,354,72,163,182,303
2020-06-29,2020-07-12,98,466,447,561,381,588,539,422,55,288,559,342,207,278,661,612,511,113,315,285,552
2020-07-13,2020-07-26,112,15,355,475,257,22,16,22,2,188,489,292,173,195,543,517,382,48,154,151,185
2020-07-27,2020-08-09,126,598,539,574,347,702,835,695,156,484,1663,1044,747,300,750,680,318,75,201,216,288
2020-08-10,2020-08-23,140,593,1446,1109,695,1502,1142,641,198,1886,4390,2580,1290,871,1966,1830,1100,193,594,564,724
2020-08-24,2020-09-06,154,662,1513,1385,788,1223,1133,745,197,1272,3582,2010,1053,697,2194,1927,1199,344,918,754,909
2020-09-07,2020-09-20,168,865,1273,1457,939,11426,2416,1521,1190,3355,3558,2151,1077,3898,2835,2471,1312,283,804,644,1079
2020-09-21,2020-10-04,182,672,1107,1128,627,6286,1434,884,121,1990,2821,1748,901,2460,1623,1513,731,136,568,455,566
2020-10-05,2020-10-18,196,609,938,1042,604,3588,1208,799,130,1084,1695,924,562,897,1191,1191,556,148,467,417,599
2020-10-19,2020-11-01,210,606,909,1030,746,1773,913,686,96,931,1888,1111,838,737,3017,2452,922,132,465,430,620
2020-11-02,2020-11-15,224,678,1083,1244,819,6118,1232,903,84,1218,1595,876,385,706,1706,1596,880,160,621,552,948
2020-11-16,2020-11-29,238,784,1025,1091,731,6748,1618,1056,86,2118,1356,774,321,603,1097,1117,625,169,321,326,499
2020-11-30,2020-12-13,252,684,1082,920,558,4876,1429,792,108,1389,2046,1227,759,610,1153,1079,541,103,502,429,489
2020-12-14,2020-12-27,266,744,1331,1346,811,951,1038,699,120,1211,2145,1296,726,916,2243,1878,879,177,510,448,670
2020-12-28,2021-01-10,280,690,1125,1041,671,729,863,570,39,655,1337,755,1379,287,1310,1210,563,66,292,293,457
2021-01-11,2021-01-24,294,531,1109,808,451,481,696,425,35,665,1262,651,380,360,935,848,576,46,166,185,334
2021-01-25,2021-02-07,308,569,1032,877,452,600,745,463,41,541,1033,465,157,300,1818,1489,1080,56,206,187,291
2021-02-08,2021-02-21,322,602,1089,898,461,611,741,488,42,705,1194,639,317,270,848,811,444,250,320,276,544
2021-02-22,2021-03-07,336,563,882,896,528,671,692,489,42,453,847,420,162,295,774,713,415,54,184,157,400
2021-03-08,2021-03-21,350,617,1064,989,538,3998,1122,682,52,1835,1480,858,511,875,1084,1027,594,96,313,257,347
2021-03-22,2021-04-04,364,579,864,933,578,4413,1511,1007,1072,1574,1474,843,332,604,1416,1254,791,125,246,221,423
2021-04-05,2021-04-18,378,585,886,849,503,1311,892,548,84,610,1232,674,364,589,899,924,612,61,217,231,395
2021-04-19,2021-05-02,392,572,1122,902,553,4121,1215,753,97,1081,1679,981,568,1281,1576,1445,828,288,348,343,396
2021-05-03,2021-05-16,406,701,996,1155,631,4937,1387,899,131,806,1645,967,737,971,1442,1390,666,118,467,469,433
2021-05-17,2021-05-30,420,661,1053,1175,699,5913,1624,1028,132,1858,1908,1055,504,847,1508,1271,705,531,543,471,495
2021-05-31,2021-06-13,434,825,1441,1394,707,4244,1639,963,290,1116,2189,1256,685,949,1846,1569,845,251,622,535,577
2021-06-14,2021-06-27,448,833,849,1270,751,5766,1831,1241,210,709,1342,716,393,2559,3048,2370,1680,329,795,653,1608
2021-06-28,2021-07-11,462,789,1058,1630,973,4094,1480,977,158,744,1707,933,430,1261,2509,2338,1241,230,1347,1118,1989
2021-07-12,2021-07-25,476,688,657,1291,929,1933,1047,763,124,325,840,498,273,650,1957,1796,1073,185,715,638,799
2021-07-26,2021-08-08,490,726,912,1292,888,1069,1121,820,244,585,1562,959,409,318,1488,1444,801,217,668,580,806
2021-08-09,2021-08-22,504,736,1718,1436,735,878,1077,727,150,1629,3113,1691,903,1041,2826,2382,1228,307,1013,858,1326
2021-08-23,2021-09-05,518,766,1319,1327,611,2031,1271,777,150,1128,2287,1340,745,818,1878,1653,1269,129,376,389,594
2021-09-06,2021-09-19,532,669,1182,1149,658,2590,1089,772,141,1325,1951,1056,456,979,1801,1707,597,166,521,454,755
2021-09-20,2021-10-03,546,713,1331,1216,676,6270,1390,913,185,1916,2612,1447,917,533,1610,1512,1034,130,440,441,613
2021-10-04,2021-10-17,560,678,1201,1213,527,3841,1261,926,177,980,2004,1124,543,463,1862,1706,1837,185,427,463,500
