start date,end date,start day as a number,N 0-17,N 18-45,N 45-64,N 65-120,0-17 to 0-17,0-17 to 18-45,0-17 to 45-64,0-17 to 65-120,18-45 to 0-17,18-45 to 18-45,18-45 to 45-64,18-45 to 65-120,45-64 to 0-17,45-64 to 18-45,45-64 to 45-64,45-64 to 65-120,65-120 to 0-17,65-120 to 18-45,65-120 to 45-64,65-120 to 65-120
2020-03-23,2020-04-05,0,0,778,673,402,0,0,0,0,624,1025,501,109,388,474,645,215,188,130,136,330
2020-04-06,2020-04-19,14,0,600,715,406,0,0,0,0,480,638,324,80,376,532,619,249,138,146,187,341
2020-04-20,2020-05-03,28,0,490,607,398,0,0,0,0,247,490,315,73,229,375,461,181,107,102,163,276
2020-05-04,2020-05-17,42,630,529,642,424,392,750,644,55,273,475,225,51,183,405,515,178,45,157,165,297
2020-05-18,2020-05-31,56,576,527,627,389,459,713,594,67,376,816,492,284,249,702,715,445,68,170,218,260
2020-06-01,2020-06-14,70,576,479,636,376,570,702,629,97,365,645,379,181,328,516,513,245,60,151,200,313
2020-06-15,2020-06-28,84,437,463,604,378,891,556,429,67,475,1053,689,457,212,703,655,407,98,234,228,323
2020-06-29,2020-07-12,98,441,463,556,366,555,470,427,45,332,762,449,217,300,684,607,489,104,269,240,531
2020-07-13,2020-07-26,112,13,366,462,242,17,19,17,0,267,554,341,226,159,510,501,471,42,136,135,182
2020-07-27,2020-08-09,126,594,533,600,355,664,835,650,100,402,1318,846,458,374,853,737,377,95,229,216,281
2020-08-10,2020-08-23,140,599,1421,1130,675,1544,1196,627,221,1534,4299,2568,1215,814,1988,1885,1093,199,624,545,649
2020-08-24,2020-09-06,154,653,1488,1436,833,1123,1044,675,174,3497,3634,2046,1278,840,2667,2244,1244,264,733,626,769
2020-09-07,2020-09-20,168,908,1255,1386,957,14179,2487,1579,217,2988,3577,2196,2039,1450,2372,2180,1092,261,799,668,899
2020-09-21,2020-10-04,182,679,1124,1107,630,7332,1526,962,117,1667,2616,1586,829,1767,1679,1493,835,141,566,437,622
2020-10-05,2020-10-18,196,607,941,1020,621,3649,1249,778,123,1130,1592,891,411,1107,1072,1037,580,259,535,459,827
2020-10-19,2020-11-01,210,611,883,1043,725,1692,900,673,88,1429,1755,1062,699,636,3069,2521,794,156,513,445,667
2020-11-02,2020-11-15,224,673,1107,1185,812,4636,1236,932,142,1221,1685,932,345,737,1398,1352,580,116,594,558,868
2020-11-16,2020-11-29,238,813,972,1106,703,6645,1615,1061,91,1796,1318,805,518,749,1008,1042,571,177,346,347,516
2020-11-30,2020-12-13,252,722,1057,887,552,4979,1460,850,125,1445,2021,1169,795,556,1514,1285,610,92,361,326,422
2020-12-14,2020-12-27,266,721,1366,1354,834,885,975,688,116,1248,2204,1394,844,786,2182,1852,981,187,606,527,716
2020-12-28,2021-01-10,280,699,1114,1057,672,622,862,574,46,768,1545,902,1658,328,1220,1138,498,64,271,306,447
2021-01-11,2021-01-24,294,581,1067,792,454,534,759,455,34,652,1132,573,333,292,1048,861,665,48,134,178,290
2021-01-25,2021-02-07,308,610,1048,874,432,704,816,458,38,521,1130,494,148,277,1656,1375,326,56,198,175,296
2021-02-08,2021-02-21,322,596,1091,860,494,702,766,490,47,721,1340,727,516,291,711,732,393,59,245,213,408
2021-02-22,2021-03-07,336,566,912,881,574,670,714,483,51,462,1001,477,236,250,767,704,413,52,190,183,422
2021-03-08,2021-03-21,350,610,1033,981,554,3698,1134,660,60,1790,1399,780,377,734,1451,1274,789,83,231,245,368
2021-03-22,2021-04-04,364,601,867,899,615,4673,1533,1073,1073,1560,1287,709,346,775,941,920,618,134,307,251,441
2021-04-05,2021-04-18,378,594,868,798,527,1456,960,605,272,565,1157,617,358,573,909,895,518,109,264,269,422
2021-04-19,2021-05-02,392,569,1112,905,562,4404,1207,745,110,1683,1588,899,343,1037,1688,1511,1026,499,457,434,598
2021-05-03,2021-05-16,406,679,1031,1155,633,5182,1490,954,206,1093,1733,977,523,882,1431,1332,759,123,432,402,465
2021-05-17,2021-05-30,420,678,1098,1187,695,5823,1531,1031,127,1608,2050,1187,556,653,1237,1139,629,522,616,528,484
2021-05-31,2021-06-13,434,794,1450,1416,705,4584,1599,968,274,1577,2345,1336,809,836,1933,1585,1256,285,583,488,488
2021-06-14,2021-06-27,448,826,849,1273,735,5329,1742,1173,200,648,1414,796,408,1179,1938,1689,1192,255,551,465,729
2021-06-28,2021-07-11,462,819,1074,1579,988,3800,1513,978,191,1099,1777,1016,467,1615,2494,2337,1282,1660,935,811,976
2021-07-12,2021-07-25,476,709,661,1300,905,2471,1138,790,118,289,737,426,226,871,2263,1930,1046,250,753,647,838
2021-07-26,2021-08-08,490,748,884,1323,876,989,1104,793,231,599,1691,1027,417,383,1341,1398,834,251,696,573,812
2021-08-09,2021-08-22,504,750,1663,1420,692,887,1078,770,146,1317,3169,1725,906,1052,2801,2342,1219,271,1046,874,1313
2021-08-23,2021-09-05,518,787,1292,1295,652,1693,1262,813,188,1400,2145,1181,748,835,1600,1542,1175,120,355,357,549
2021-09-06,2021-09-19,532,637,1112,1162,672,2911,1086,727,106,978,1841,1046,462,1244,1166,1215,631,172,556,513,816
2021-09-20,2021-10-03,546,659,1333,1292,667,3956,1210,776,186,1582,2237,1211,760,576,2680,2247,3025,182,481,435,702
2021-10-04,2021-10-17,560,702,1192,1210,517,3901,1225,855,192,1111,1908,1027,445,571,1941,1778,1896,208,429,461,506
2021-10-18,2021-10-31,574,897,1352,1178,619,2489,1369,1006,138,1670,3602,2207,1288,877,2236,1911,1103,1122,919,709,1271
2021-11-01,2021-11-14,588,620,1153,1200,614,3155,1146,747,101,1514,3077,1976,982,1050,1549,1446,1104,129,450,460,679
2021-11-15,2021-11-28,602,685,1541,1060,520,6295,1757,1296,77,1550,2502,1316,526,506,1073,991,601,147,425,390,617
