start date,end date,start day as a number,N 0-17,N 18-45,N 45-64,N 65-120,0-17 to 0-17,0-17 to 18-45,0-17 to 45-64,0-17 to 65-120,18-45 to 0-17,18-45 to 18-45,18-45 to 45-64,18-45 to 65-120,45-64 to 0-17,45-64 to 18-45,45-64 to 45-64,45-64 to 65-120,65-120 to 0-17,65-120 to 18-45,65-120 to 45-64,65-120 to 65-120
2020-03-23,2020-04-05,0,0,765,667,405,0,0,0,0,649,1030,495,113,365,438,647,208,187,130,134,336
2020-04-06,2020-04-19,14,0,574,694,402,0,0,0,0,423,647,310,87,364,531,591,276,147,155,179,323
2020-04-20,2020-05-03,28,0,504,610,403,0,0,0,0,259,465,264,59,227,369,447,185,96,122,178,298
2020-05-04,2020-05-17,42,620,536,653,423,435,714,648,50,289,498,261,111,238,776,812,479,34,163,173,309
2020-05-18,2020-05-31,56,600,546,599,387,460,760,636,82,356,763,469,176,248,592,596,251,74,191,220,279
2020-06-01,2020-06-14,70,554,515,627,350,508,644,555,85,491,968,590,282,318,501,517,211,42,135,197,302
2020-06-15,2020-06-28,84,461,484,597,373,827,575,475,58,466,923,542,399,241,589,572,320,121,241,235,364
2020-06-29,2020-07-12,98,416,474,540,396,534,474,396,50,618,778,488,681,240,659,613,467,63,231,236,372
2020-07-13,2020-07-26,112,10,362,463,252,11,15,14,0,208,420,261,188,245,869,781,601,35,129,131,169
2020-07-27,2020-08-09,126,603,547,581,342,675,842,646,122,441,1266,836,528,322,828,692,301,75,216,218,291
2020-08-10,2020-08-23,140,605,1401,1137,707,1642,1316,739,320,1286,3745,2201,964,633,1971,1810,822,216,656,593,689
2020-08-24,2020-09-06,154,667,1514,1390,822,1337,1103,743,179,3175,3584,2056,1413,805,2555,2153,1190,354,950,824,957
2020-09-07,2020-09-20,168,870,1305,1427,981,11795,2341,1453,1207,3727,4035,2446,1170,1914,2416,2175,977,266,822,704,1221
2020-09-21,2020-10-04,182,696,1098,1078,593,6574,1516,933,132,1699,2790,1732,824,2187,1614,1493,837,128,479,371,583
2020-10-05,2020-10-18,196,611,962,1013,594,3504,1257,803,152,1252,1674,920,462,585,1177,1137,655,152,489,448,582
2020-10-19,2020-11-01,210,627,882,1060,710,1745,897,694,80,875,1771,1021,795,576,2915,2481,837,142,505,441,659
2020-11-02,2020-11-15,224,650,1118,1204,826,4713,1175,852,82,2338,1907,1117,468,1299,1770,1601,833,165,614,570,840
2020-11-16,2020-11-29,238,784,1030,1094,720,6652,1521,1016,87,1882,1454,894,632,945,1150,1175,676,144,342,309,521
2020-11-30,2020-12-13,252,684,1060,895,573,6647,1402,844,96,1729,2187,1341,908,417,1436,1250,446,113,500,432,506
2020-12-14,2020-12-27,266,731,1341,1355,795,930,990,699,124,1036,2147,1294,790,779,1726,1485,804,162,530,437,632
2020-12-28,2021-01-10,280,686,1115,1025,677,735,853,578,43,807,1568,889,1603,343,1151,1098,496,71,280,285,451
2021-01-11,2021-01-24,294,579,1101,788,440,621,795,448,30,760,1259,653,310,281,826,767,555,42,158,175,326
2021-01-25,2021-02-07,308,623,1048,884,432,733,825,497,39,521,1064,483,143,296,768,784,373,42,292,236,314
