start date,end date,start day as a number,N 0-17,N 18-45,N 45-64,N 65-120,0-17 to 0-17,0-17 to 18-45,0-17 to 45-64,0-17 to 65-120,18-45 to 0-17,18-45 to 18-45,18-45 to 45-64,18-45 to 65-120,45-64 to 0-17,45-64 to 18-45,45-64 to 45-64,45-64 to 65-120,65-120 to 0-17,65-120 to 18-45,65-120 to 45-64,65-120 to 65-120
2020-03-23,2020-04-05,0,0,794,644,400,0,0,0,0,650,1043,491,116,341,467,639,218,181,128,139,342
2020-04-06,2020-04-19,14,0,626,682,388,0,0,0,0,429,653,345,72,363,502,599,254,119,148,185,309
2020-04-20,2020-05-03,28,0,510,608,404,0,0,0,0,266,501,320,69,242,361,443,185,99,121,160,299
2020-05-04,2020-05-17,42,622,588,617,416,433,749,623,53,315,506,263,63,195,551,591,207,31,153,165,283
2020-05-18,2020-05-31,56,585,550,600,375,466,708,610,75,397,839,530,286,251,820,774,537,64,167,192,266
2020-06-01,2020-06-14,70,571,487,630,375,471,669,601,55,297,613,363,133,301,474,519,230,59,198,219,317
2020-06-15,2020-06-28,84,457,502,578,386,674,581,471,80,400,923,548,349,189,633,573,315,83,252,244,386
2020-06-29,2020-07-12,98,435,476,523,373,488,488,419,43,654,841,519,678,265,490,493,245,90,310,262,546
2020-07-13,2020-07-26,112,13,364,479,234,14,17,9,0,218,498,296,183,268,951,812,492,38,133,133,171
2020-07-27,2020-08-09,126,577,548,585,345,664,800,648,124,460,1435,958,493,351,895,766,345,85,218,227,301
2020-08-10,2020-08-23,140,593,1393,1123,702,1842,1352,752,309,1839,4440,2596,1264,871,2092,1851,1019,197,570,515,687
2020-08-24,2020-09-06,154,676,1463,1423,808,1221,1203,752,214,1510,3200,1747,737,834,2574,2173,1369,283,920,802,844
2020-09-07,2020-09-20,168,878,1276,1451,937,11494,2462,1508,1214,2230,3750,2226,1040,1510,2452,2193,1205,278,761,674,949
2020-09-21,2020-10-04,182,689,1104,1116,616,6408,1524,910,119,1998,2882,1859,964,2340,1790,1590,933,140,568,460,580
