start date,end date,start day as a number,N 0-17,N 18-45,N 45-64,N 65-120,0-17 to 0-17,0-17 to 18-45,0-17 to 45-64,0-17 to 65-120,18-45 to 0-17,18-45 to 18-45,18-45 to 45-64,18-45 to 65-120,45-64 to 0-17,45-64 to 18-45,45-64 to 45-64,45-64 to 65-120,65-120 to 0-17,65-120 to 18-45,65-120 to 45-64,65-120 to 65-120
2020-03-23,2020-04-05,0,0,768,674,398,0,0,0,0,584,1039,495,104,372,480,644,205,130,131,149,354
2020-04-06,2020-04-19,14,0,623,694,402,0,0,0,0,516,661,352,79,373,518,604,258,128,164,180,323
2020-04-20,2020-05-03,28,0,495,611,388,0,0,0,0,252,465,275,66,240,381,446,181,98,102,160,298
2020-05-04,2020-05-17,42,621,544,638,424,408,774,609,59,317,493,253,98,230,716,758,444,37,164,175,315
2020-05-18,2020-05-31,56,573,537,620,392,401,675,578,75,376,834,516,277,247,750,756,349,67,170,194,309
2020-06-01,2020-06-14,70,562,501,611,362,533,680,585,88,429,907,544,270,239,478,501,239,32,171,198,278
2020-06-15,2020-06-28,84,463,453,603,365,865,540,490,78,467,961,569,400,232,633,592,385,101,262,240,363
2020-06-29,2020-07-12,98,453,475,571,385,664,530,443,51,665,902,552,727,285,544,521,269,60,278,273,379
2020-07-13,2020-07-26,112,10,363,478,234,3,12,12,0,239,513,325,221,295,973,837,654,29,127,125,167
2020-07-27,2020-08-09,126,591,535,576,336,720,845,695,137,442,1362,933,486,324,853,730,296,89,228,225,294
2020-08-10,2020-08-23,140,605,1403,1113,674,1732,1367,740,328,1762,4315,2601,1238,871,2101,1890,914,218,608,539,628
2020-08-24,2020-09-06,154,667,1480,1409,816,1382,1172,787,181,1392,3588,2063,1103,577,2121,1902,1020,282,888,743,890
2020-09-07,2020-09-20,168,892,1319,1427,911,12466,2337,1454,213,3393,3268,1884,1766,4438,2379,2202,1062,262,764,624,1045
