start date,end date,start day as a number,N 0-17,N 18-45,N 45-64,N 65-120,0-17 to 0-17,0-17 to 18-45,0-17 to 45-64,0-17 to 65-120,18-45 to 0-17,18-45 to 18-45,18-45 to 45-64,18-45 to 65-120,45-64 to 0-17,45-64 to 18-45,45-64 to 45-64,45-64 to 65-120,65-120 to 0-17,65-120 to 18-45,65-120 to 45-64,65-120 to 65-120
2020-03-23,2020-04-05,0,0,772,649,411,0,0,0,0,600,1046,513,101,399,450,621,207,181,129,137,341
2020-04-06,2020-04-19,14,0,613,694,394,0,0,0,0,435,630,331,69,328,505,609,258,128,144,191,338
2020-04-20,2020-05-03,28,0,508,600,401,0,0,0,0,270,492,295,52,226,376,430,184,102,124,166,309
2020-05-04,2020-05-17,42,632,537,655,419,448,815,645,50,283,519,264,98,216,753,791,450,39,178,182,302
2020-05-18,2020-05-31,56,607,543,589,357,457,802,601,82,401,898,541,301,265,667,694,463,66,148,175,257
2020-06-01,2020-06-14,70,558,496,619,357,503,649,559,84,452,887,575,273,336,501,533,268,62,215,222,330
2020-06-15,2020-06-28,84,458,468,595,375,878,562,486,58,563,1181,746,469,220,465,501,309,94,234,227,350
2020-06-29,2020-07-12,98,462,459,540,381,643,546,474,51,627,863,523,650,236,562,530,252,65,249,273,379
2020-07-13,2020-07-26,112,11,366,463,264,14,11,16,2,215,511,294,183,285,973,813,663,45,152,137,186
2020-07-27,2020-08-09,126,601,554,586,324,725,840,681,136,488,1307,851,725,323,782,665,293,50,183,195,238
2020-08-10,2020-08-23,140,607,1418,1115,688,1354,1293,754,339,1430,4216,2419,1024,615,1736,1594,802,203,629,563,730
2020-08-24,2020-09-06,154,664,1468,1430,821,1180,1171,784,209,3486,3287,1824,1273,603,1973,1802,1069,397,992,824,977
2020-09-07,2020-09-20,168,879,1290,1377,946,13638,2392,1497,228,3028,3064,1824,781,1884,2350,2170,1155,274,785,651,1160
2020-09-21,2020-10-04,182,712,1116,1087,604,7147,1596,988,130,2109,2815,1731,983,1746,1535,1397,753,137,500,411,582
2020-10-05,2020-10-18,196,635,942,1006,611,3241,1236,743,113,1105,1663,882,414,1208,1147,1078,684,191,443,409,642
2020-10-19,2020-11-01,210,628,900,1020,736,1675,920,657,82,1136,1844,1052,747,689,1392,1283,655,130,450,407,669
2020-11-02,2020-11-15,224,652,1153,1183,791,5937,1208,932,153,2230,1923,1120,471,637,1538,1460,786,147,427,470,752
2020-11-16,2020-11-29,238,764,1013,1092,704,6326,1527,1015,85,2392,1349,811,465,632,1060,1091,529,139,315,320,500
2020-11-30,2020-12-13,252,691,1065,890,554,6183,1417,802,83,1185,1852,1072,774,421,1186,1066,554,101,471,413,444
