start date,end date,start day as a number,N 0-17,N 18-45,N 45-64,N 65-120,0-17 to 0-17,0-17 to 18-45,0-17 to 45-64,0-17 to 65-120,18-45 to 0-17,18-45 to 18-45,18-45 to 45-64,18-45 to 65-120,45-64 to 0-17,45-64 to 18-45,45-64 to 45-64,45-64 to 65-120,65-120 to 0-17,65-120 to 18-45,65-120 to 45-64,65-120 to 65-120
2020-03-23,2020-04-05,0,0,777,661,408,0,0,0,0,624,1069,521,113,370,491,652,203,152,133,129,350
2020-04-06,2020-04-19,14,0,613,697,397,0,0,0,0,508,641,335,72,358,506,594,246,148,134,169,326
2020-04-20,2020-05-03,28,0,500,614,397,0,0,0,0,248,476,260,57,233,360,442,195,89,122,171,291
2020-05-04,2020-05-17,42,608,538,626,426,426,763,625,43,307,526,257,102,214,734,714,443,33,172,178,307
2020-05-18,2020-05-31,56,578,551,606,365,441,705,586,86,418,897,549,293,265,624,618,284,70,177,210,265
2020-06-01,2020-06-14,70,545,490,626,363,563,651,583,94,408,878,560,240,327,566,553,257,57,230,226,320
2020-06-15,2020-06-28,84,471,477,569,374,550,576,475,55,571,1195,765,494,218,439,481,234,118,277,253,397
2020-06-29,2020-07-12,98,480,474,549,369,581,542,458,44,346,747,451,215,286,651,636,458,55,176,190,317
2020-07-13,2020-07-26,112,16,375,475,239,19,22,27,2,210,516,314,178,229,908,751,568,38,126,116,176
2020-07-27,2020-08-09,126,617,512,588,337,748,876,688,145,511,1447,916,731,282,811,663,336,67,201,198,256
2020-08-10,2020-08-23,140,620,1442,1118,667,1705,1330,757,214,1921,4464,2711,1272,993,2293,2121,1206,193,584,548,671
2020-08-24,2020-09-06,154,644,1478,1414,836,1177,1140,765,213,3517,3510,2020,1269,798,2312,2025,1151,332,787,729,849
2020-09-07,2020-09-20,168,897,1256,1410,934,11967,2497,1550,1234,3460,3366,2085,1928,3538,2291,2079,974,285,751,635,1056
2020-09-21,2020-10-04,182,679,1071,1108,616,6512,1541,901,104,1597,2721,1608,735,2364,1517,1392,651,143,521,442,529
2020-10-05,2020-10-18,196,630,949,996,602,3489,1233,803,143,1238,1525,803,470,760,1025,998,596,109,411,363,578
2020-10-19,2020-11-01,210,632,884,1008,734,1343,922,641,74,1004,1748,1070,786,661,3097,2472,810,135,487,436,648
2020-11-02,2020-11-15,224,641,1125,1228,821,4681,1205,898,156,2229,2016,1196,449,676,1300,1266,691,104,377,430,674
2020-11-16,2020-11-29,238,791,990,1124,702,6396,1497,1043,92,2772,1489,895,549,757,1092,1137,629,124,347,381,503
2020-11-30,2020-12-13,252,698,1078,887,541,6428,1385,820,113,1590,2103,1227,860,513,1173,1041,599,98,452,403,436
2020-12-14,2020-12-27,266,723,1336,1392,823,1000,1003,703,95,1027,2010,1240,599,728,1633,1443,704,170,533,479,669
2020-12-28,2021-01-10,280,702,1089,1060,662,704,872,589,47,765,1537,866,1476,340,1271,1183,558,67,270,287,446
2021-01-11,2021-01-24,294,559,1100,753,460,596,750,450,36,672,1168,544,259,312,979,833,555,44,168,179,327
2021-01-25,2021-02-07,308,601,1045,897,453,616,769,471,32,522,994,441,124,259,1810,1463,1044,50,297,229,334
2021-02-08,2021-02-21,322,598,1082,911,461,751,769,492,54,729,1142,637,328,324,915,897,564,260,352,281,575
2021-02-22,2021-03-07,336,537,910,886,530,713,660,458,51,469,979,470,231,259,731,709,388,44,176,141,399
2021-03-08,2021-03-21,350,603,1019,969,545,3188,1072,626,61,1678,1174,611,131,843,1306,1163,689,90,315,279,368
2021-03-22,2021-04-04,364,550,888,931,594,4447,1442,1001,1062,674,1212,690,345,460,1036,975,509,104,249,211,411
2021-04-05,2021-04-18,378,567,876,847,499,1345,920,606,263,416,919,458,233,539,1309,1160,514,103,239,231,385
2021-04-19,2021-05-02,392,558,1132,902,557,4384,1095,702,98,1267,1642,874,328,916,1704,1484,1028,240,341,333,404
2021-05-03,2021-05-16,406,678,1024,1175,651,5136,1506,979,217,1148,2097,1259,788,1279,1465,1439,646,134,352,364,447
2021-05-17,2021-05-30,420,692,1047,1189,690,5857,1577,985,149,1779,2307,1394,601,819,1489,1343,868,465,522,459,503
2021-05-31,2021-06-13,434,815,1434,1399,733,4107,1606,951,201,1793,2251,1324,752,893,1927,1590,972,270,622,538,597
2021-06-14,2021-06-27,448,829,809,1311,764,5877,1682,1057,213,513,1240,706,466,1872,1980,1661,897,284,655,547,825
2021-06-28,2021-07-11,462,803,1067,1600,1002,4091,1468,944,185,873,1812,1030,634,1582,2138,2069,1145,267,1443,1167,2015
2021-07-12,2021-07-25,476,695,655,1264,955,2103,1090,733,138,326,877,513,271,661,2204,1864,1342,278,1466,1192,1133
2021-07-26,2021-08-08,490,743,905,1354,874,984,1100,795,216,620,1515,931,359,569,1731,1724,1030,221,725,558,822
2021-08-09,2021-08-22,504,747,1657,1421,714,892,1133,806,250,1478,3003,1705,803,981,2614,2232,1161,309,494,481,583
2021-08-23,2021-09-05,518,793,1245,1326,639,1811,1323,794,163,1038,2117,1171,733,1034,1715,1589,1362,122,375,372,615
2021-09-06,2021-09-19,532,660,1159,1152,685,3064,1108,734,143,1140,2216,1267,682,1482,1180,1212,656,154,611,537,825
2021-09-20,2021-10-03,546,700,1339,1292,631,5783,1275,855,166,2181,2339,1244,685,587,3865,3132,2934,181,467,450,650
2021-10-04,2021-10-17,560,691,1187,1199,500,5220,1446,981,196,1946,2040,1143,545,626,1303,1256,880,183,415,470,473
