start date,end date,start day as a number,N 0-17,N 18-45,N 45-64,N 65-120,0-17 to 0-17,0-17 to 18-45,0-17 to 45-64,0-17 to 65-120,18-45 to 0-17,18-45 to 18-45,18-45 to 45-64,18-45 to 65-120,45-64 to 0-17,45-64 to 18-45,45-64 to 45-64,45-64 to 65-120,65-120 to 0-17,65-120 to 18-45,65-120 to 45-64,65-120 to 65-120
2020-03-23,2020-04-05,0,0,757,666,431,0,0,0,0,531,1004,489,104,413,502,682,213,190,146,162,367
2020-04-06,2020-04-19,14,0,613,681,397,0,0,0,0,527,681,357,81,319,524,600,260,116,158,188,327
2020-04-20,2020-05-03,28,0,499,625,394,0,0,0,0,269,465,254,73,223,386,439,193,99,126,165,295
2020-05-04,2020-05-17,42,598,548,648,415,406,735,603,57,301,461,219,65,219,655,676,406,34,141,150,278
2020-05-18,2020-05-31,56,584,547,630,369,432,670,617,79,435,814,505,255,249,818,777,552,64,168,198,282
2020-06-01,2020-06-14,70,566,481,622,356,571,693,600,99,507,972,592,294,330,516,514,219,59,219,219,302
2020-06-15,2020-06-28,84,453,473,583,370,928,544,479,80,379,839,489,275,221,584,575,358,72,250,230,368
2020-06-29,2020-07-12,98,450,438,558,379,606,517,430,46,311,695,404,177,287,622,575,422,63,263,278,375
2020-07-13,2020-07-26,112,17,376,470,238,22,22,24,0,241,477,294,210,263,895,753,432,34,137,133,167
2020-07-27,2020-08-09,126,585,568,595,354,692,808,709,145,542,1591,1003,715,372,916,788,379,62,184,189,277
2020-08-10,2020-08-23,140,603,1394,1156,699,1397,1282,749,336,1459,4128,2433,1200,970,2394,2110,1147,227,687,596,716
2020-08-24,2020-09-06,154,675,1499,1404,823,1306,1117,720,177,3515,3703,2103,1429,806,2524,2122,1314,400,938,733,963
2020-09-07,2020-09-20,168,915,1280,1399,948,13126,2441,1514,1217,3269,3714,2290,2139,2419,2456,2193,1150,249,733,633,1047
2020-09-21,2020-10-04,182,683,1109,1099,616,6651,1524,960,122,1502,2702,1626,873,1540,1537,1441,703,132,544,442,577
2020-10-05,2020-10-18,196,621,940,1022,621,3897,1268,788,133,1215,1654,942,575,1050,1165,1118,467,200,469,416,673
2020-10-19,2020-11-01,210,615,897,1034,729,1645,906,715,98,1324,1710,972,573,662,3245,2604,948,101,416,385,563
2020-11-02,2020-11-15,224,644,1120,1216,816,6177,1217,891,143,1533,1688,941,380,942,1539,1484,742,126,633,609,831
2020-11-16,2020-11-29,238,800,1007,1099,698,6388,1599,1047,81,1262,1088,590,209,708,1063,1098,703,164,352,353,488
2020-11-30,2020-12-13,252,714,1056,880,565,6725,1514,887,120,1490,1844,1073,995,490,1361,1210,541,109,453,418,460
2020-12-14,2020-12-27,266,738,1324,1379,802,868,984,700,129,901,1821,1106,580,770,1714,1507,695,134,500,474,689
2020-12-28,2021-01-10,280,698,1093,1063,682,775,861,597,51,780,1516,879,1557,346,1347,1249,592,53,278,281,466
2021-01-11,2021-01-24,294,562,1088,790,464,529,740,446,31,692,1133,614,279,323,892,778,470,37,165,191,329
2021-01-25,2021-02-07,308,592,1048,845,452,692,793,496,36,537,1059,478,151,300,1693,1385,439,55,286,234,338
2021-02-08,2021-02-21,322,594,1109,895,461,762,767,487,51,798,1432,783,580,350,794,851,454,258,348,291,581
2021-02-22,2021-03-07,336,561,888,911,555,723,680,485,48,459,931,518,178,294,837,784,420,40,170,165,405
2021-03-08,2021-03-21,350,615,1038,956,570,3514,1084,645,62,831,1198,635,391,845,1369,1219,709,99,296,275,363
2021-03-22,2021-04-04,364,596,881,920,593,4504,1494,1070,1069,1570,1067,569,233,661,1160,1098,823,115,287,240,413
2021-04-05,2021-04-18,378,584,856,835,496,1324,955,594,257,554,1195,643,412,278,659,709,308,85,226,225,411
2021-04-19,2021-05-02,392,578,1155,893,531,4644,1329,786,105,1412,1585,875,424,1136,1511,1387,768,454,450,412,584
2021-05-03,2021-05-16,406,690,1023,1184,653,5656,1603,1018,223,1417,1933,1129,744,1022,1541,1479,767,102,499,493,462
2021-05-17,2021-05-30,420,682,1055,1206,706,6005,1601,1055,115,1452,1962,1115,357,749,1453,1292,655,431,481,451,473
2021-05-31,2021-06-13,434,818,1454,1402,707,4620,1595,1003,287,1713,2275,1278,844,1013,2052,1675,1182,191,441,395,426
2021-06-14,2021-06-27,448,828,871,1225,722,5805,1841,1198,159,602,1437,775,519,1161,2356,1930,961,288,611,536,735
2021-06-28,2021-07-11,462,782,1074,1588,1011,3833,1432,930,231,707,1725,931,443,1243,2375,2207,1284,1695,927,831,960
2021-07-12,2021-07-25,476,698,680,1293,959,2434,1135,775,132,334,858,507,259,725,1736,1560,1075,217,713,663,858
2021-07-26,2021-08-08,490,743,891,1358,906,919,1018,779,221,574,1529,953,387,639,1858,1707,1139,244,702,584,812
2021-08-09,2021-08-22,504,737,1684,1414,739,884,1053,717,147,1381,3273,1860,992,775,2011,1788,1011,321,435,457,592
2021-08-23,2021-09-05,518,787,1317,1331,621,1872,1318,819,169,1155,2334,1284,719,978,1726,1606,1320,127,352,351,504
2021-09-06,2021-09-19,532,654,1169,1144,664,2690,1049,725,124,1325,2304,1353,741,1316,1760,1645,664,168,442,399,716
2021-09-20,2021-10-03,546,666,1353,1264,629,4130,1192,830,131,2493,2760,1564,1143,586,1466,1485,902,142,451,428,589
2021-10-04,2021-10-17,560,705,1212,1210,531,4967,1341,1002,221,1941,2097,1189,466,669,1276,1235,765,192,405,445,462
2021-10-18,2021-10-31,574,889,1329,1158,667,2878,1330,1017,144,1408,2733,1557,1090,730,1255,1213,856,1125,1108,865,1442
2021-11-01,2021-11-14,588,603,1162,1229,592,2484,1039,752,157,911,2011,1160,511,773,1464,1379,1183,177,688,681,783
2021-11-15,2021-11-28,602,673,1493,1113,534,5953,1717,1261,98,1453,2099,1064,519,830,1081,1055,614,145,371,354,518
2021-11-29,2021-12-12,616,735,1214,977,508,8295,2332,1800,99,1415,1803,942,318,762,909,951,554,652,858,702,918
2021-12-13,2021-12-26,630,863,1592,1161,566,2906,1256,964,149,1432,2118,1176,627,746,1182,1158,592,215,566,550,627
2021-12-27,2022-01-09,644,851,1905,1421,582,6954,3150,2321,158,3083,3065,1736,1221,572,1692,1559,836,99,310,305,434
2022-01-10,2022-01-23,658,609,1342,1357,616,3938,1144,781,102,1322,1704,887,457,714,1501,1467,894,121,477,410,525
2022-01-24,2022-02-06,672,857,1693,1070,643,8141,1499,1091,127,2019,2533,1347,547,912,1085,1119,666,2989,2339,1764,3688
2022-02-07,2022-02-20,686,636,1331,1073,516,2384,942,749,98,1515,1805,971,422,792,1224,1267,733,100,338,330,478
2022-02-21,2022-03-06,700,513,946,634,287,2802,909,683,103,746,2185,1324,470,219,567,575,316,88,197,191,264
