start date,end date,start day as a number,N 0-17,N 18-45,N 45-64,N 65-120,0-17 to 0-17,0-17 to 18-45,0-17 to 45-64,0-17 to 65-120,18-45 to 0-17,18-45 to 18-45,18-45 to 45-64,18-45 to 65-120,45-64 to 0-17,45-64 to 18-45,45-64 to 45-64,45-64 to 65-120,65-120 to 0-17,65-120 to 18-45,65-120 to 45-64,65-120 to 65-120
2020-03-23,2020-04-05,0,0,767,655,414,0,0,0,0,597,1031,495,116,368,481,647,199,171,139,151,357
2020-04-06,2020-04-19,14,0,601,687,394,0,0,0,0,431,644,339,77,357,511,599,268,125,153,179,308
2020-04-20,2020-05-03,28,0,492,623,383,0,0,0,0,269,476,283,62,244,356,430,179,105,130,157,308
2020-05-04,2020-05-17,42,627,556,641,420,425,751,638,47,282,482,228,61,251,788,789,445,41,145,174,283
2020-05-18,2020-05-31,56,581,545,632,366,465,694,606,69,366,812,507,275,289,637,672,283,72,159,200,268
2020-06-01,2020-06-14,70,536,504,609,372,507,627,525,68,371,704,434,204,290,448,471,227,57,189,217,315
2020-06-15,2020-06-28,84,454,481,596,379,783,546,489,41,527,1201,773,481,237,699,645,396,119,283,237,385
2020-06-29,2020-07-12,98,452,463,558,378,503,518,447,55,645,826,520,691,253,591,564,358,70,230,228,353
2020-07-13,2020-07-26,112,15,342,492,224,17,18,25,2,212,455,258,155,261,691,592,569,33,111,134,163
2020-07-27,2020-08-09,126,597,560,588,339,691,811,673,136,420,1158,738,372,368,1012,777,399,75,230,229,279
2020-08-10,2020-08-23,140,594,1374,1163,676,1599,1304,721,226,1815,3953,2409,1191,962,2280,2089,1184,245,651,570,662
2020-08-24,2020-09-06,154,698,1510,1412,806,1317,1153,751,178,3636,3568,2005,1334,826,2502,2200,1406,242,885,734,849
2020-09-07,2020-09-20,168,881,1293,1404,949,13956,2392,1458,1206,3210,3390,2036,908,1900,2462,2224,1085,278,791,662,1095
2020-09-21,2020-10-04,182,697,1125,1095,611,6631,1612,978,137,1970,2786,1743,869,2278,1647,1531,787,133,468,408,581
2020-10-05,2020-10-18,196,594,971,998,597,3290,1180,757,119,986,1594,845,519,1130,1124,1141,535,295,530,471,719
2020-10-19,2020-11-01,210,597,894,1038,738,1813,900,677,100,1191,1729,997,725,642,3153,2575,887,137,514,460,678
2020-11-02,2020-11-15,224,663,1099,1255,792,5945,1259,864,148,1731,1767,1047,373,721,1715,1638,864,131,577,555,833
2020-11-16,2020-11-29,238,786,1020,1060,700,6825,1567,1022,76,2736,1356,795,450,846,986,1053,680,150,311,312,493
2020-11-30,2020-12-13,252,678,1076,871,540,6131,1380,818,115,1224,1818,996,653,513,1421,1226,568,61,332,316,439
2020-12-14,2020-12-27,266,741,1351,1355,806,911,1004,710,110,1015,2108,1232,745,656,2108,1781,835,164,572,500,707
2020-12-28,2021-01-10,280,678,1107,1021,674,639,830,566,53,791,1578,916,1695,287,1157,1086,482,63,249,284,485
2021-01-11,2021-01-24,294,593,1061,787,460,631,790,486,36,735,1168,573,282,281,795,754,346,53,179,214,338
2021-01-25,2021-02-07,308,597,1048,885,441,686,793,486,39,504,967,439,129,353,1871,1516,1154,65,204,170,309
2021-02-08,2021-02-21,322,578,1110,854,462,683,761,459,42,770,1407,776,494,336,718,758,530,257,350,300,582
2021-02-22,2021-03-07,336,567,885,881,521,733,681,494,54,460,961,499,217,244,734,688,378,42,199,163,349
2021-03-08,2021-03-21,350,602,1017,971,532,3919,1103,666,54,2100,1440,821,468,703,1382,1229,637,88,286,251,353
2021-03-22,2021-04-04,364,590,871,918,574,2867,940,654,71,732,1339,829,311,526,1014,981,448,127,257,208,396
2021-04-05,2021-04-18,378,585,861,777,486,1292,923,610,141,421,1131,611,316,434,1306,1123,631,64,203,212,373
2021-04-19,2021-05-02,392,579,1096,916,560,4564,1269,776,80,875,1574,891,583,1550,1815,1613,1093,490,445,413,592
2021-05-03,2021-05-16,406,667,1013,1183,647,5115,1479,929,210,1508,1920,1178,901,1062,1481,1434,706,123,431,429,473
2021-05-17,2021-05-30,420,690,1086,1196,679,5981,1594,1000,133,1680,2342,1413,689,827,1447,1331,728,558,550,471,507
2021-05-31,2021-06-13,434,838,1429,1403,686,4369,1664,958,203,1984,2261,1316,624,1122,1945,1603,1302,247,565,489,579
2021-06-14,2021-06-27,448,792,842,1271,786,5672,1714,1108,206,685,1491,852,499,960,1594,1382,627,203,579,503,774
2021-06-28,2021-07-11,462,792,1069,1568,983,3966,1524,971,244,1118,1721,971,471,1389,2422,2270,1081,242,1363,1107,1950
2021-07-12,2021-07-25,476,692,659,1313,905,2296,1121,762,137,330,784,475,240,727,1428,1373,947,282,1341,1084,1072
2021-07-26,2021-08-08,490,763,916,1316,878,1045,1165,829,231,501,1429,827,329,643,1928,1767,1135,277,760,644,858
2021-08-09,2021-08-22,504,712,1650,1443,730,1080,1229,869,252,1551,3081,1640,857,842,2065,1833,1072,360,1109,915,1409
2021-08-23,2021-09-05,518,816,1287,1271,621,1726,1301,866,157,961,1982,1078,714,717,1473,1352,818,135,366,355,523
2021-09-06,2021-09-19,532,641,1149,1166,662,3204,1087,741,166,1491,2121,1131,641,1167,1770,1655,616,149,655,550,857
2021-09-20,2021-10-03,546,674,1313,1320,662,3593,1226,791,148,2035,2416,1268,958,705,4054,3313,3055,198,487,457,668
