start date,end date,start day as a number,N 0-17,N 18-45,N 45-64,N 65-120,0-17 to 0-17,0-17 to 18-45,0-17 to 45-64,0-17 to 65-120,18-45 to 0-17,18-45 to 18-45,18-45 to 45-64,18-45 to 65-120,45-64 to 0-17,45-64 to 18-45,45-64 to 45-64,45-64 to 65-120,65-120 to 0-17,65-120 to 18-45,65-120 to 45-64,65-120 to 65-120
2020-03-23,2020-04-05,0,0,791,637,414,0,0,0,0,618,1089,516,109,339,466,619,188,151,125,138,345
2020-04-06,2020-04-19,14,0,608,678,400,0,0,0,0,450,660,341,73,361,494,583,251,142,143,178,321
2020-04-20,2020-05-03,28,0,512,611,395,0,0,0,0,290,475,286,73,229,372,475,175,92,125,171,294
2020-05-04,2020-05-17,42,619,549,636,429,435,797,642,51,287,490,231,68,181,425,490,195,39,169,177,310
2020-05-18,2020-05-31,56,591,530,628,374,419,701,604,66,373,749,459,247,252,728,712,511,79,185,202,290
2020-06-01,2020-06-14,70,559,504,638,362,489,616,586,58,315,539,318,96,355,527,558,267,54,188,214,317
2020-06-15,2020-06-28,84,451,474,585,359,794,551,462,49,562,1106,681,484,221,668,609,423,124,290,257,382
2020-06-29,2020-07-12,98,444,483,544,382,526,482,427,43,630,748,520,740,228,587,561,411,101,340,297,568
2020-07-13,2020-07-26,112,11,383,482,237,11,15,12,0,238,550,343,239,192,559,502,340,40,108,115,184
2020-07-27,2020-08-09,126,578,541,573,370,671,837,666,138,515,1449,909,770,348,905,755,345,93,217,230,313
2020-08-10,2020-08-23,140,620,1396,1130,723,1611,1238,710,299,1710,4107,2563,1162,741,2049,1899,919,193,635,582,725
2020-08-24,2020-09-06,154,669,1473,1416,838,1108,1085,691,180,3371,3691,2127,1463,649,2216,2007,1172,389,939,787,971
2020-09-07,2020-09-20,168,890,1309,1409,933,12982,2357,1466,1190,3873,3526,2140,1944,1881,2302,2146,1206,277,807,696,1018
2020-09-21,2020-10-04,182,697,1094,1067,603,6536,1505,963,127,1871,3099,1866,1059,2635,1648,1534,745,121,555,455,563
2020-10-05,2020-10-18,196,610,940,1011,595,3609,1202,786,134,1118,1586,832,487,799,1146,1104,601,203,460,410,624
2020-10-19,2020-11-01,210,608,887,1056,683,1707,916,664,75,1531,1847,1108,809,645,3070,2531,857,141,484,424,631
2020-11-02,2020-11-15,224,680,1110,1220,825,5781,1251,880,157,1985,1824,1080,405,1132,1844,1690,979,164,618,594,986
2020-11-16,2020-11-29,238,794,972,1093,720,6824,1576,1080,100,1423,1259,732,274,775,1096,1110,626,106,360,364,516
2020-11-30,2020-12-13,252,687,1068,893,529,6478,1401,829,104,1471,2205,1315,1177,544,1542,1323,462,102,425,371,441
2020-12-14,2020-12-27,266,724,1332,1363,820,794,968,663,104,920,2100,1275,682,657,1414,1351,639,135,510,471,656
2020-12-28,2021-01-10,280,708,1103,1029,661,770,879,587,48,653,1437,811,1468,322,1177,1154,443,64,256,279,458
2021-01-11,2021-01-24,294,592,1101,763,460,608,795,488,40,638,1280,648,372,332,1024,873,676,55,188,204,329
2021-01-25,2021-02-07,308,577,1058,865,449,655,750,463,40,522,1024,478,139,324,1848,1501,1151,53,292,221,341
2021-02-08,2021-02-21,322,595,1094,874,456,730,776,465,45,740,1121,589,324,294,774,858,421,54,259,217,380
2021-02-22,2021-03-07,336,533,900,873,546,669,609,470,46,424,885,462,176,306,726,691,376,40,192,174,417
2021-03-08,2021-03-21,350,613,1049,991,562,3901,1120,640,52,1154,1193,623,339,816,1091,1042,589,105,215,215,364
2021-03-22,2021-04-04,364,587,882,905,610,2987,964,644,78,1614,1514,863,329,653,982,944,488,75,262,222,444
2021-04-05,2021-04-18,378,548,910,818,536,1364,832,535,198,452,1056,580,298,605,1347,1197,641,61,219,231,358
2021-04-19,2021-05-02,392,591,1085,937,566,4486,1187,718,94,1235,1593,910,647,916,1393,1311,685,247,325,338,398
2021-05-03,2021-05-16,406,701,1030,1169,635,5844,1676,1038,202,1525,1678,1020,573,1053,1603,1463,860,100,308,352,439
2021-05-17,2021-05-30,420,685,1018,1195,709,5629,1613,954,159,1553,2195,1291,532,805,1568,1349,875,340,568,509,484
2021-05-31,2021-06-13,434,796,1474,1413,640,4129,1554,925,200,1842,2293,1378,936,1001,2000,1641,1226,332,590,504,524
2021-06-14,2021-06-27,448,796,845,1249,777,5810,1793,1135,182,604,1442,795,443,2480,3283,2556,2074,251,849,678,1704
2021-06-28,2021-07-11,462,776,1099,1654,997,3937,1492,931,224,1272,1857,1068,592,1539,1918,1934,1241,1692,1537,1277,1992
2021-07-12,2021-07-25,476,664,655,1316,951,2000,1060,720,96,315,794,476,211,749,2173,1915,999,258,1405,1199,1097
2021-07-26,2021-08-08,490,759,869,1344,904,1107,1152,801,254,532,1477,952,383,568,1838,1702,1039,332,796,684,818
2021-08-09,2021-08-22,504,725,1687,1412,732,952,1210,779,191,1510,3211,1809,786,1018,2913,2423,1275,348,1027,901,1409
2021-08-23,2021-09-05,518,781,1265,1314,617,1610,1241,797,172,1087,2129,1161,698,907,1724,1584,1366,146,394,372,552
